260,382,46,19
524,198,41,19
383,384,43,23
318,366,57,23
798,231,53,19
256,356,49,20
288,333,43,18
241,247,54,19
614,134,57,24
675,237,43,19
674,324,48,18
448,444,47,44
0,199,39,19
574,532,60,41
88,334,55,20
523,508,57,33
192,360,49,18
842,201,54,20
985,367,38,45
492,483,40,37
122,362,50,17
417,400,47,42
611,185,49,20
410,214,49,20
80,412,57,23
220,309,40,17
74,247,56,22
33,310,45,19
915,294,40,18
402,244,47,20
630,296,54,18
0,228,36,20
164,221,48,17
495,342,44,19
866,261,49,19
0,364,86,38
313,407,52,22
410,304,37,18
110,161,216,36
