382,384,44,24
254,382,46,19
71,223,48,19
239,197,41,17
308,366,58,22
399,217,47,17
6,177,43,18
208,223,52,20
622,210,47,18
572,532,62,42
774,203,45,19
877,228,62,21
385,299,55,20
258,332,60,18
452,444,43,43
0,201,53,20
181,361,45,18
614,134,56,23
85,336,52,19
418,401,44,43
461,241,54,20
168,311,52,18
303,246,55,19
804,341,47,19
471,327,38,17
121,362,44,18
0,314,45,19
254,359,40,17
491,483,41,38
976,399,21,45
616,237,48,19
522,506,58,36
26,252,44,18
79,413,61,22
866,261,64,22
821,177,35,19
884,320,36,18
961,292,37,19
681,297,40,19
