261,382,45,19
383,384,43,23
295,333,43,18
516,197,39,19
259,355,47,21
787,231,56,20
318,366,57,23
233,247,54,20
668,237,43,20
613,133,58,25
0,199,30,19
451,445,44,43
574,532,60,41
523,508,57,33
987,366,36,43
689,324,41,17
39,311,46,18
118,362,54,18
155,221,49,18
191,360,50,18
492,483,40,37
924,293,41,19
93,335,56,19
415,400,48,43
80,412,57,23
66,249,56,21
391,244,49,20
637,295,55,19
0,227,27,21
838,201,51,19
487,342,59,20
604,185,49,20
403,214,48,20
222,309,45,17
0,364,86,38
866,261,50,19
314,407,51,22
98,158,217,38
