269,382,46,19
383,384,44,23
985,172,38,20
215,359,44,19
21,248,51,21
313,343,56,21
638,208,47,19
574,533,60,41
274,319,47,20
614,134,57,24
127,361,56,19
453,445,42,43
319,368,57,21
490,330,40,18
470,241,43,21
237,191,50,19
486,481,45,39
589,237,47,19
526,506,56,36
224,307,43,18
418,400,45,44
715,347,55,21
81,412,57,23
203,219,48,18
1,162,94,33
628,300,46,18
413,190,51,19
843,228,52,19
869,289,59,22
893,318,53,20
433,304,38,18
178,249,52,22
866,261,48,19
88,311,46,18
61,336,64,22
0,364,86,37
0,334,10,24
