534,198,40,19
260,382,46,19
383,384,43,23
281,333,44,19
683,236,43,20
318,366,57,22
802,231,56,19
261,356,43,20
249,247,54,19
5,199,42,19
614,133,56,24
450,445,44,43
191,360,50,19
985,368,38,45
526,508,55,34
492,483,40,37
122,362,49,17
418,400,45,43
674,324,40,17
408,244,49,19
26,311,47,19
576,533,58,40
0,228,43,20
619,185,48,18
81,412,56,24
620,296,56,18
172,221,47,17
212,309,40,17
418,214,48,21
490,342,41,18
907,294,40,18
79,334,59,21
862,201,42,18
866,261,46,18
0,364,86,38
314,407,51,21
401,304,38,20
120,161,214,34
