965,172,51,21
270,382,46,19
384,384,43,23
216,359,49,18
510,329,42,19
573,533,61,40
619,209,44,19
328,343,53,20
126,361,58,19
453,445,42,43
448,242,44,19
488,481,43,39
614,134,57,24
321,367,54,21
0,337,26,20
215,192,41,19
180,219,47,20
566,238,47,18
527,506,54,36
755,348,42,17
0,163,72,31
645,300,54,18
3,250,46,19
287,316,55,21
929,318,42,18
895,288,60,21
83,412,58,23
989,202,34,17
419,400,44,44
817,229,53,19
393,192,48,19
245,307,42,18
74,335,67,23
0,364,87,38
456,304,38,17
111,310,42,18
866,260,51,20
