4,367,84,29
4,411,89,38
144,465,78,29
52,519,70,31
24,644,84,36
203,686,90,38
391,637,79,36
432,457,90,37
472,404,82,36
631,506,88,38
581,678,84,39
0,744,183,78
255,739,87,41
376,737,86,41
527,734,77,34
524,783,95,41
668,750,84,44
786,786,82,45
873,831,66,65
940,916,66,75
1017,994,69,71
1108,1045,78,61
837,617,79,36
817,450,77,28
957,494,80,37
978,668,77,35
1293,281,77,36
1275,432,82,40
1262,491,78,35
1414,611,77,38
1578,414,82,40
1662,365,77,39
1817,468,90,41
1975,598,88,36
1819,657,88,33
1671,699,89,38
