62,334,444,67
881,401,81,38
719,440,79,41
685,503,78,34
362,508,88,39
195,460,80,31
13,514,93,35
-1,644,50,32
-3,691,57,41
0,745,188,82
186,631,94,45
317,681,91,35
280,740,80,35
411,739,87,39
599,632,76,30
570,724,77,38
540,781,91,40
688,752,80,44
724,678,90,36
788,786,80,43
871,832,73,66
942,921,59,62
1017,988,64,75
1106,1050,87,48
1221,1099,68,61
996,617,67,32
1180,706,77,38
1496,601,72,31
1553,660,76,36
1237,493,89,33
1132,385,85,34
1281,281,84,40
1609,417,85,38
2053,455,41,41
2037,594,56,37
2060,760,38,48
