3,467,69,32
321,411,82,28
298,458,82,36
483,506,95,38
676,452,79,28
822,494,84,37
1150,435,77,37
1145,493,76,34
1285,281,81,33
1439,419,78,38
1550,368,75,36
1681,473,92,38
1957,468,95,38
2037,406,61,38
1,688,51,33
1,745,185,69
149,640,82,35
260,737,80,41
319,686,92,40
390,740,85,35
524,634,79,36
524,732,79,39
531,781,90,40
711,681,80,36
676,753,84,40
790,788,81,39
883,829,57,62
949,916,54,69
1026,993,52,64
1106,1055,80,46
988,614,74,33
1098,665,77,36
1553,604,84,41
1848,701,92,36
1909,650,90,40
2004,801,44,80
