262,406,78,33
236,465,90,33
198,639,79,37
0,691,98,38
0,744,183,78
258,742,82,31
367,686,88,36
395,742,80,34
437,509,89,33
624,449,74,34
775,499,74,40
585,634,73,29
534,734,74,33
535,788,86,33
675,753,85,37
768,688,79,33
783,786,84,45
880,831,57,62
945,922,56,66
1019,996,59,67
1108,1052,78,46
1214,1099,72,51
1052,617,74,30
1152,668,74,35
1089,498,82,31
1103,434,73,34
1376,419,82,35
1286,280,80,34
1507,373,69,36
1629,473,92,41
1612,609,82,38
1901,470,93,38
1988,406,85,36
1955,650,88,35
1927,699,89,36
2011,791,41,84
