13,404,82,40
4,468,84,36
190,514,98,38
372,454,78,39
532,509,89,36
59,640,88,35
-1,747,187,77
198,688,82,38
262,744,83,36
439,632,72,36
406,735,84,41
578,683,89,38
547,734,75,31
532,781,90,40
685,755,82,38
788,788,80,44
829,626,67,36
1004,698,82,41
873,831,66,68
940,927,59,61
1019,989,62,73
1109,1052,80,44
1211,1099,77,63
1307,608,81,36
1389,662,69,39
1396,485,90,36
1088,408,83,36
876,440,76,32
855,506,79,29
1294,380,74,36
1286,277,80,32
1662,475,90,38
1770,413,82,39
1860,603,82,36
2016,758,72,79
