13,367,86,29
16,414,90,33
165,460,75,33
67,521,73,24
13,645,80,31
196,691,87,36
375,639,80,34
442,457,98,34
488,406,82,33
644,506,90,34
834,445,78,35
970,496,82,33
824,619,79,38
562,683,91,33
-1,747,179,72
255,740,85,38
373,742,90,33
522,737,79,31
524,786,92,33
662,752,90,39
788,786,85,48
875,831,62,62
939,919,69,70
1017,991,64,72
1104,1042,81,57
1211,1101,82,61
965,668,79,33
1281,281,85,35
1286,435,84,28
1275,488,85,36
1394,611,86,38
1588,416,90,33
1665,365,88,34
1834,472,90,36
1650,698,93,39
1806,657,83,36
1963,598,84,34
2002,817,36,84
