37,691,84,33
-1,747,194,79
227,408,82,32
211,467,85,29
232,642,77,31
262,742,82,33
399,686,84,33
395,742,86,33
408,513,88,34
586,450,74,31
617,634,74,29
537,735,71,32
532,785,87,32
680,752,82,38
796,686,80,35
788,791,80,40
739,501,82,34
1075,439,72,28
1057,496,78,33
1080,617,77,30
1185,663,77,40
876,835,64,61
947,929,56,59
1017,994,59,61
1114,1050,72,43
1209,1101,77,59
1285,280,80,33
1337,417,84,38
1476,373,72,31
1593,478,95,36
1643,604,86,40
1871,472,89,32
1961,408,84,36
1979,653,87,33
1970,699,87,38
2012,786,46,85
