-11,340,143,64
-1,511,87,44
416,396,85,41
360,449,85,42
317,514,92,35
244,637,85,36
-1,690,60,41
204,690,97,42
-1,742,194,79
298,740,78,35
463,735,82,32
521,624,78,39
631,647,81,39
714,704,69,36
554,778,99,43
676,753,91,40
788,785,85,44
875,831,60,65
937,916,67,69
1017,994,63,63
1109,1050,76,49
1214,1106,72,52
1060,670,79,39
950,619,69,34
904,494,85,38
796,398,90,33
1148,485,91,41
1260,424,84,44
1280,277,90,39
1684,468,91,38
1375,613,72,39
1568,711,82,38
1891,596,90,39
1922,650,85,38
2027,411,69,47
1965,344,106,49
