-3,339,242,75
-6,462,30,37
103,511,92,44
158,635,92,40
127,690,104,41
-8,747,201,77
281,735,87,45
419,627,85,40
435,735,79,38
539,655,83,43
555,781,90,43
419,508,94,37
458,442,91,39
555,393,82,49
909,390,77,34
996,491,85,44
845,621,72,41
965,672,79,42
1248,486,92,38
1288,280,80,39
1363,422,79,43
1265,617,74,35
1460,704,75,46
1786,468,92,36
1771,591,87,41
1817,653,79,33
2047,352,55,43
657,704,80,36
688,750,80,46
780,781,90,45
871,826,66,70
930,917,74,66
1019,994,64,69
1101,1049,80,49
1203,1099,90,63
