19,462,82,36
113,642,86,38
3,690,26,39
0,742,190,77
293,690,85,37
260,739,84,36
386,737,82,36
494,637,74,31
527,734,76,36
531,786,86,33
672,747,80,43
678,681,85,38
783,788,87,41
880,834,60,62
939,919,62,67
1019,994,54,64
1106,1045,77,54
1209,1098,76,60
358,404,81,35
327,462,87,34
524,509,93,33
708,449,82,34
853,499,81,30
955,611,74,44
1071,663,77,41
1170,494,78,32
1178,434,84,36
1286,281,84,35
1468,414,84,43
1563,367,92,37
1719,472,85,41
1517,604,84,45
1807,703,87,36
1899,649,77,36
2004,799,38,92
1988,465,93,41
2071,403,28,36
