1283,281,87,36
1232,432,79,36
1214,491,87,36
1463,609,84,43
1527,419,87,38
1629,368,73,40
1771,470,90,41
2042,468,60,40
1853,655,86,38
2032,596,66,33
1735,693,87,44
2001,808,42,85
1022,667,74,39
891,616,79,37
909,496,82,38
765,444,82,34
580,504,90,36
417,404,79,38
385,460,88,34
0,362,49,39
-1,413,50,37
83,462,90,39
-1,517,76,37
65,639,85,42
245,686,89,40
257,740,85,38
383,737,84,41
442,635,72,40
527,734,79,39
629,676,80,40
527,783,94,39
668,747,84,44
786,783,84,49
873,829,64,65
944,917,60,74
1019,989,59,73
1099,1049,89,55
1207,1103,82,59
-1,742,189,79
